topic_name|topic_url|course_name
NIRS|http://dbpedia.org/resource/Near-infrared_spectroscopy|Biological Signal Processing
muscle|http://dbpedia.org/resource/Muscle|Biological Signal Processing
electromyography|http://dbpedia.org/resource/Electromyography|Biological Signal Processing
EMG|http://dbpedia.org/resource/Electromyography|Biological Signal Processing
spectral analysis|http://dbpedia.org/resource/Frequency_domain|Biological Signal Processing
time-frequency analysis|http://dbpedia.org/resource/Time–frequency_analysis|Biological Signal Processing
multivariate analyses|http://dbpedia.org/resource/Multivariate_analysis|Biological Signal Processing
Biological Computing|http://dbpedia.org/resource/Biological_computing|Biological Computing and Synthetic Biology
Synthetic Biology|http://dbpedia.org/resource/Synthetic_biology|Biological Computing and Synthetic Biology
genome|http://dbpedia.org/resource/Genome|Biological Computing and Synthetic Biology
biology|http://dbpedia.org/resource/Molecular_biology|Biological Computing and Synthetic Biology
ethics|http://dbpedia.org/resource/Ethics|Biological Computing and Synthetic Biology
metabolic engineering|http://dbpedia.org/resource/Metabolic_engineering|Biological Computing and Synthetic Biology
E. coli|http://dbpedia.org/resource/Escherichia_coli|Biological Computing and Synthetic Biology
bacteria|http://dbpedia.org/resource/Bacteria|Biological Computing and Synthetic Biology
self-replicating|http://dbpedia.org/resource/Self-replication|Biological Computing and Synthetic Biology
cellular membrane|http://dbpedia.org/resource/Cell_membrane|Biological Computing and Synthetic Biology
RNA|http://dbpedia.org/resource/RNA|Biological Computing and Synthetic Biology
protein synthesis|http://dbpedia.org/resource/Protein|Biological Computing and Synthetic Biology
computer simulation|http://dbpedia.org/resource/Computer_simulation|Biological Computing and Synthetic Biology
gene|http://dbpedia.org/resource/Gene|Biological Computing and Synthetic Biology
computer engineering|http://dbpedia.org/resource/Computer_engineering|Biological Computing and Synthetic Biology
COEN|http://dbpedia.org/resource/Coen_River|Biological Computing and Synthetic Biology
Software Engineering|http://dbpedia.org/resource/Software_engineering|Software Engineering
Software design|http://dbpedia.org/resource/Software_design|Software Engineering
programming language|http://dbpedia.org/resource/Programming_language|Software Engineering
debugging|http://dbpedia.org/resource/Debugging|Software Engineering
Software documentation|http://dbpedia.org/resource/Software_documentation|Software Engineering
user interface design|http://dbpedia.org/resource/User_interface_design|Software Engineering
Software Engineering|http://dbpedia.org/resource/Software_engineering|Model-Driven Software Engineering
COEN|http://dbpedia.org/resource/Coen_River|Model-Driven Software Engineering
Model-Driven Architecture|http://dbpedia.org/resource/Model-driven_architecture|Model-Driven Software Engineering
MDA|http://dbpedia.org/resource/Model-driven_architecture|Model-Driven Software Engineering
Unified Modelling Language|http://dbpedia.org/resource/Unified_Modeling_Language|Model-Driven Software Engineering
UML|http://dbpedia.org/resource/Unified_Modeling_Language|Model-Driven Software Engineering
Object Constraint Language|http://dbpedia.org/resource/Object_Constraint_Language|Model-Driven Software Engineering
OCL|http://dbpedia.org/resource/Object_Constraint_Language|Model-Driven Software Engineering
model transformation|http://dbpedia.org/resource/Model_transformation|Model-Driven Software Engineering
Query/View/Transformation|http://dbpedia.org/resource/QVT|Model-Driven Software Engineering
specification|http://dbpedia.org/resource/Specification_language|Model-Driven Software Engineering
COEN|http://dbpedia.org/resource/Coen_River|Programming on the Cloud
cloud computing|http://dbpedia.org/resource/Cloud_computing|Programming on the Cloud
virtualization|http://dbpedia.org/resource/Virtualization|Programming on the Cloud
CAP theorem|http://dbpedia.org/resource/CAP_theorem|Programming on the Cloud
REST API|http://dbpedia.org/resource/Representational_state_transfer|Programming on the Cloud
MapReduce|http://dbpedia.org/resource/MapReduce|Programming on the Cloud
computer|http://dbpedia.org/resource/Computer_network|Programming on the Cloud
cloud application|http://dbpedia.org/resource/Software_as_a_service|Programming on the Cloud
cloud|http://dbpedia.org/resource/Cloud_computing|Programming on the Cloud
Internet|http://dbpedia.org/resource/Internet|Programming on the Cloud
heuristic|http://dbpedia.org/resource/Metaheuristic|Applied Evolutionary and Learning Algorithms
Genetic algorithms|http://dbpedia.org/resource/Genetic_algorithm|Applied Evolutionary and Learning Algorithms
genetic programming|http://dbpedia.org/resource/Genetic_programming|Applied Evolutionary and Learning Algorithms
evolutionary strategies|http://dbpedia.org/resource/Evolutionarily_stable_strategy|Applied Evolutionary and Learning Algorithms
artificial life|http://dbpedia.org/resource/Artificial_life|Applied Evolutionary and Learning Algorithms
swarm intelligence|http://dbpedia.org/resource/Swarm_intelligence|Applied Evolutionary and Learning Algorithms
self-modifying|http://dbpedia.org/resource/Self-modifying_code|Applied Evolutionary and Learning Algorithms
tabu search|http://dbpedia.org/resource/Tabu_search|Applied Evolutionary and Learning Algorithms
simulated annealing|http://dbpedia.org/resource/Simulated_annealing|Applied Evolutionary and Learning Algorithms
support vector machines|http://dbpedia.org/resource/Support_vector_machine|Applied Evolutionary and Learning Algorithms
artificial neural networks|http://dbpedia.org/resource/Artificial_neural_network|Neural Networks
backpropagation|http://dbpedia.org/resource/Backpropagation|Neural Networks
Hopfield|http://dbpedia.org/resource/John_Hopfield|Neural Networks
associative|http://dbpedia.org/resource/Associative_algebra|Neural Networks
neocognitron|http://dbpedia.org/resource/Neocognitron|Neural Networks
neural network|http://dbpedia.org/resource/Artificial_neural_network|Neural Networks
convergence|http://dbpedia.org/resource/Convergent_series|Neural Networks
pattern recognition|http://dbpedia.org/resource/Pattern_recognition|Neural Networks
signal processing|http://dbpedia.org/resource/Signal_processing|Neural Networks
robotics|http://dbpedia.org/resource/Robotics|Neural Networks
Embedded System|http://dbpedia.org/resource/Embedded_system|Embedded System Modelling
multi-core|http://dbpedia.org/resource/Multi-core_processor|Embedded System Modelling
embedded systems|http://dbpedia.org/resource/Embedded_system|Embedded System Modelling
specification|http://dbpedia.org/resource/Formal_specification|Embedded System Modelling
Embedded system|http://dbpedia.org/resource/Embedded_system|Embedded System Modelling
SystemC|http://dbpedia.org/resource/SystemC|Embedded System Modelling
RTOS|http://dbpedia.org/resource/Real-time_operating_system|Embedded System Modelling
Fault-tolerance|http://dbpedia.org/resource/Fault_tolerance|Real-time Systems
access control|http://dbpedia.org/resource/Access_control|Real-time Systems
synchronization|http://dbpedia.org/resource/Synchronization|Real-time Systems
communication|http://dbpedia.org/resource/Communication|Real-time Systems
MARS|http://dbpedia.org/resource/Military_Auxiliary_Radio_System|Real-time Systems
I/O|http://dbpedia.org/resource/O|Microprocessors and Their Applications
dynamic memory|http://dbpedia.org/resource/Memory_management|Microprocessors and Their Applications
DMA|http://dbpedia.org/resource/Direct_memory_access|Microprocessors and Their Applications
microprocessor|http://dbpedia.org/resource/Microprocessor|Microprocessors and Their Applications
fault-tolerant systems|http://dbpedia.org/resource/Fault_tolerance|Fault-Tolerant Distributed Systems
distributed systems|http://dbpedia.org/resource/Distributed_computing|Fault-Tolerant Distributed Systems
checkpointing|http://dbpedia.org/resource/Application_checkpointing|Fault-Tolerant Distributed Systems
Software design|http://dbpedia.org/resource/Software_design|Fault-Tolerant Distributed Systems
fault-tolerant|http://dbpedia.org/resource/Fault_tolerance|Fault-Tolerant Distributed Systems
Computer Architecture|http://dbpedia.org/resource/Computer_architecture|Computer Architecture and Design
computer architecture|http://dbpedia.org/resource/Computer_architecture|Computer Architecture and Design
computer|http://dbpedia.org/resource/Computer|Computer Architecture and Design
Instruction set|http://dbpedia.org/resource/Instruction_set|Computer Architecture and Design
High performance computing|http://dbpedia.org/resource/Supercomputer|Computer Architecture and Design
pipelining|http://dbpedia.org/resource/Instruction_pipelining|Computer Architecture and Design
superscalar|http://dbpedia.org/resource/Superscalar_processor|Computer Architecture and Design
vector processing|http://dbpedia.org/resource/Vector_processor|Computer Architecture and Design
COEN|http://dbpedia.org/resource/Coen_River|Protocol Design and Validation
OSI model|http://dbpedia.org/resource/OSI_model|Protocol Design and Validation
Petri net|http://dbpedia.org/resource/Petri_net|Protocol Design and Validation
Temporal logic|http://dbpedia.org/resource/Temporal_logic|Protocol Design and Validation
specification|http://dbpedia.org/resource/Specification_language|Protocol Design and Validation
ISO|http://dbpedia.org/resource/International_Organization_for_Standardization|Protocol Design and Validation
Estelle|http://dbpedia.org/resource/List_of_Seinfeld_minor_characters|Protocol Design and Validation
formal specification|http://dbpedia.org/resource/Formal_specification|Protocol Design and Validation
reachability|http://dbpedia.org/resource/Routing|Protocol Design and Validation
protocol|http://dbpedia.org/resource/Communications_protocol|Protocol Design and Validation
simulation|http://dbpedia.org/resource/Simulation|Protocol Design and Validation
Computer Architecture|http://dbpedia.org/resource/Computer_architecture|Advanced Computer Architecture
COEN|http://dbpedia.org/resource/Coen_River|Advanced Computer Architecture
Multiprocessing|http://dbpedia.org/resource/Multiprocessing|Advanced Computer Architecture
Parallel processing|http://dbpedia.org/resource/Parallel_computing|Advanced Computer Architecture
Vector processing|http://dbpedia.org/resource/Vector_processor|Advanced Computer Architecture
MIMD|http://dbpedia.org/resource/MIMD|Advanced Computer Architecture
SIMD|http://dbpedia.org/resource/SIMD|Advanced Computer Architecture
Parallelism|http://dbpedia.org/resource/Parallel_computing|Advanced Computer Architecture
Superscalar|http://dbpedia.org/resource/Superscalar_processor|Advanced Computer Architecture
VLIW|http://dbpedia.org/resource/Very_long_instruction_word|Advanced Computer Architecture
Multithreading|http://dbpedia.org/resource/Thread_(computing)|Advanced Computer Architecture
Microfluidic|http://dbpedia.org/resource/Microfluidics|Microfluidic Devices for Synthetic Biology
Synthetic Biology|http://dbpedia.org/resource/Synthetic_biology|Microfluidic Devices for Synthetic Biology
microfluidic|http://dbpedia.org/resource/Microfluidics|Microfluidic Devices for Synthetic Biology
automation|http://dbpedia.org/resource/Automation|Microfluidic Devices for Synthetic Biology
microfluidics|http://dbpedia.org/resource/Microfluidics|Microfluidic Devices for Synthetic Biology
biology|http://dbpedia.org/resource/Biology|Microfluidic Devices for Synthetic Biology
DNA|http://dbpedia.org/resource/DNA|Microfluidic Devices for Synthetic Biology
beam|http://dbpedia.org/resource/Light_beam|Analysis and Design of Pneumatic Systems
vortex|http://dbpedia.org/resource/Vortex|Analysis and Design of Pneumatic Systems
digital|http://dbpedia.org/resource/Digital_data|Analysis and Design of Pneumatic Systems
analog|http://dbpedia.org/resource/Analogue_electronics|Analysis and Design of Pneumatic Systems
Industrial Control Systems|http://dbpedia.org/resource/Industrial_control_system|Design of Industrial Control Systems
Analog|http://dbpedia.org/resource/Analog_signal|Design of Industrial Control Systems
digital|http://dbpedia.org/resource/Digital_signal|Design of Industrial Control Systems
output feedback|http://dbpedia.org/resource/Block_cipher_mode_of_operation|Design of Industrial Control Systems
Z-transform|http://dbpedia.org/resource/Z-transform|Design of Industrial Control Systems
Difference equations|http://dbpedia.org/resource/Recurrence_relation|Design of Industrial Control Systems
analog|http://dbpedia.org/resource/Analog_signal|Design of Industrial Control Systems
PID controller|http://dbpedia.org/resource/PID_controller|Design of Industrial Control Systems
Systems Engineering|http://dbpedia.org/resource/Systems_engineering|Virtual Systems Engineering
rigid body|http://dbpedia.org/resource/Rigid_body|Virtual Systems Engineering
simulation methods|http://dbpedia.org/resource/Simulation|Virtual Systems Engineering
numerical integration|http://dbpedia.org/resource/Numerical_integration|Virtual Systems Engineering
Hardware-in-the-loop simulation|http://dbpedia.org/resource/Hardware-in-the-loop_simulation|Virtual Systems Engineering
HIL|http://dbpedia.org/resource/Hardware-in-the-loop_simulation|Virtual Systems Engineering
simulation|http://dbpedia.org/resource/Simulation|Virtual Systems Engineering
specification|http://dbpedia.org/resource/Formal_specification|Virtual Systems Engineering
nonlinear system|http://dbpedia.org/resource/Nonlinear_system|Process Dynamics and Control
derivative|http://dbpedia.org/resource/Derivative|Process Dynamics and Control
heat exchanger|http://dbpedia.org/resource/Heat_exchanger|Process Dynamics and Control
hydraulic|http://dbpedia.org/resource/Hydraulic_drive_system|Analysis and Design of Hydraulic Control Systems
pneumatic|http://dbpedia.org/resource/Pneumatics|Analysis and Design of Hydraulic Control Systems
combustion|http://dbpedia.org/resource/Combustion|Fuel Control Systems for Combustion Engines
fuel injection|http://dbpedia.org/resource/Fuel_injection|Fuel Control Systems for Combustion Engines
special requirements|http://dbpedia.org/resource/Special_education_in_the_United_Kingdom|Fuel Control Systems for Combustion Engines
modulation|http://dbpedia.org/resource/Modulation|Fuel Control Systems for Combustion Engines
injection pump|http://dbpedia.org/resource/Fuel_pump|Fuel Control Systems for Combustion Engines
Full term|http://dbpedia.org/resource/Pregnancy|Fuel Control Systems for Combustion Engines
alternative fuel|http://dbpedia.org/resource/Alternative_fuel|Fuel Control Systems for Combustion Engines
simulation|http://dbpedia.org/resource/Simulation|Fuel Control Systems for Combustion Engines
diesel engine|http://dbpedia.org/resource/Diesel_engine|Fuel Control Systems for Combustion Engines
automation|http://dbpedia.org/resource/Automation|Microprocessors and Applications
logic|http://dbpedia.org/resource/Logic_gate|Microprocessors and Applications
I/O|http://dbpedia.org/resource/O|Microprocessors and Applications
mechanical engineering|http://dbpedia.org/resource/Mechanical_engineering|Microprocessors and Applications
machining|http://dbpedia.org/resource/Machining|Industrial Automation
material handling|http://dbpedia.org/resource/Material_handling|Industrial Automation
classical|http://dbpedia.org/resource/Classical_logic|Industrial Automation
ladder diagram|http://dbpedia.org/resource/Ladder_logic|Industrial Automation
logic|http://dbpedia.org/resource/Logic_gate|Industrial Automation
industrial manufacturing processes|http://dbpedia.org/resource/List_of_industrial_processes|Industrial Automation
computer simulation|http://dbpedia.org/resource/Computer_simulation|Industrial Automation
hydraulic|http://dbpedia.org/resource/Hydraulics|Dynamics of Hydraulic Control Systems
bond graphs|http://dbpedia.org/resource/Bond_graph|Dynamics of Hydraulic Control Systems
digital|http://dbpedia.org/resource/Digital_electronics|Dynamics of Hydraulic Control Systems
simulation|http://dbpedia.org/resource/Computer_simulation|Dynamics of Hydraulic Control Systems
quantum mechanics|http://dbpedia.org/resource/Quantum_mechanics|Kinetic Theory of Gases
molecular theory|http://dbpedia.org/resource/Molecule|Kinetic Theory of Gases
thermal energy|http://dbpedia.org/resource/Thermal_energy|Kinetic Theory of Gases
heat capacity|http://dbpedia.org/resource/Heat_capacity|Kinetic Theory of Gases
velocity|http://dbpedia.org/resource/Kinetic_energy|Kinetic Theory of Gases
chemical kinetics|http://dbpedia.org/resource/Chemical_kinetics|Kinetic Theory of Gases
convection|http://dbpedia.org/resource/Convection|Conduction and Radiation Heat Transfer
radiation heat transfer|http://dbpedia.org/resource/Thermal_radiation|Conduction and Radiation Heat Transfer
radiation|http://dbpedia.org/resource/Thermal_radiation|Conduction and Radiation Heat Transfer
heat transfer|http://dbpedia.org/resource/Heat_transfer|Heat Exchanger Design
condenser|http://dbpedia.org/resource/Heat_exchanger|Heat Exchanger Design
evaporator|http://dbpedia.org/resource/Evaporator|Heat Exchanger Design
regenerator|http://dbpedia.org/resource/Regenerative_heat_exchanger|Heat Exchanger Design
cooling tower|http://dbpedia.org/resource/Cooling_tower|Heat Exchanger Design
humidity|http://dbpedia.org/resource/Humidity|Heating, Air Conditioning and Ventilation
air infiltration|http://dbpedia.org/resource/Infiltration_(HVAC)|Heating, Air Conditioning and Ventilation
solar radiation|http://dbpedia.org/resource/Solar_irradiance|Heating, Air Conditioning and Ventilation
air conditioning|http://dbpedia.org/resource/HVAC|Heating, Air Conditioning and Ventilation
Chemical thermodynamics|http://dbpedia.org/resource/Chemical_thermodynamics|Combustion
chemical kinetics|http://dbpedia.org/resource/Chemical_kinetics|Combustion
conservation equations|http://dbpedia.org/resource/Conservation_law|Combustion
deflagration|http://dbpedia.org/resource/Deflagration|Combustion
laminar|http://dbpedia.org/resource/Laminar_flow|Combustion
gaseous diffusion|http://dbpedia.org/resource/Gaseous_diffusion|Combustion
combustion|http://dbpedia.org/resource/Combustion|Combustion
Convection|http://dbpedia.org/resource/Convection|Convection Heat Transfer
Heat transfer|http://dbpedia.org/resource/Heat_transfer|Convection Heat Transfer
laminar flow|http://dbpedia.org/resource/Laminar_flow|Convection Heat Transfer
differential|http://dbpedia.org/resource/Differential_equation|Convection Heat Transfer
integral|http://dbpedia.org/resource/Integral|Convection Heat Transfer
energy|http://dbpedia.org/resource/Energy|Convection Heat Transfer
boundary layer|http://dbpedia.org/resource/Boundary_layer|Convection Heat Transfer
free convection|http://dbpedia.org/resource/Natural_convection|Convection Heat Transfer
forced convection|http://dbpedia.org/resource/Forced_convection|Convection Heat Transfer
heat transfer|http://dbpedia.org/resource/Heat_transfer|Convection Heat Transfer
turbulent flow|http://dbpedia.org/resource/Turbulence|Convection Heat Transfer
smart materials|http://dbpedia.org/resource/Smart_material|Sensors and Actuators
piezoelectric|http://dbpedia.org/resource/Piezoelectricity|Sensors and Actuators
pyroelectric|http://dbpedia.org/resource/Pyroelectricity|Sensors and Actuators
shape memory alloys|http://dbpedia.org/resource/Shape-memory_alloy|Sensors and Actuators
Rheological|http://dbpedia.org/resource/Rheology|Sensors and Actuators
piezoresistive|http://dbpedia.org/resource/Piezoresistive_effect|Sensors and Actuators
magnetostrictive|http://dbpedia.org/resource/Magnetostriction|Sensors and Actuators
mechatronics|http://dbpedia.org/resource/Mechatronics|Sensors and Actuators
micromachining|http://dbpedia.org/resource/Microelectromechanical_systems|Sensors and Actuators
robotics|http://dbpedia.org/resource/Robotics|Sensors and Actuators
haptics|http://dbpedia.org/resource/Haptic_technology|Sensors and Actuators
microfabrication|http://dbpedia.org/resource/Microfabrication|Micromechatronic Systems and Applications
lithography|http://dbpedia.org/resource/Photolithography|Micromechatronic Systems and Applications
etching|http://dbpedia.org/resource/Chemical_milling|Micromechatronic Systems and Applications
finite element|http://dbpedia.org/resource/Finite_element_method|Micromechatronic Systems and Applications
electrochemical|http://dbpedia.org/resource/Electrochemistry|Micromechatronic Systems and Applications
IC fabrication|http://dbpedia.org/resource/Semiconductor_device_fabrication|Micromechatronic Systems and Applications
MEMS|http://dbpedia.org/resource/Microelectromechanical_systems|Micromechatronic Systems and Applications
Machining|http://dbpedia.org/resource/Machining|Metal Machining and Surface Technology
metal|http://dbpedia.org/resource/Metal|Metal Machining and Surface Technology
machining|http://dbpedia.org/resource/Machining|Metal Machining and Surface Technology
geometry|http://dbpedia.org/resource/Geometry|Metal Machining and Surface Technology
matrices|http://dbpedia.org/resource/Matrix_number|Metal Machining and Surface Technology
machinability|http://dbpedia.org/resource/Machinability|Metal Machining and Surface Technology
economics|http://dbpedia.org/resource/Economics|Metal Machining and Surface Technology
Tribology|http://dbpedia.org/resource/Tribology|Introduction to Tribology
Lubrication|http://dbpedia.org/resource/Lubrication|Introduction to Tribology
Contact|http://dbpedia.org/resource/The_Culture|Introduction to Tribology
dry friction|http://dbpedia.org/resource/Friction|Introduction to Tribology
boundary lubrication|http://dbpedia.org/resource/Lubrication|Introduction to Tribology
Stress analysis|http://dbpedia.org/resource/Stress–strain_analysis|Stress Analysis in Mechanical Design
elastic|http://dbpedia.org/resource/Elastomer|Stress Analysis in Mechanical Design
visco-elastic|http://dbpedia.org/resource/Viscoelasticity|Stress Analysis in Mechanical Design
fatigue|http://dbpedia.org/resource/Solder_fatigue|Stress Analysis in Mechanical Design
buckling|http://dbpedia.org/resource/Buckling|Stress Analysis in Mechanical Design
decision theory|http://dbpedia.org/resource/Decision_theory|Computer-Aided Mechanical Design
digital|http://dbpedia.org/resource/Digital_electronics|Computer-Aided Mechanical Design
vehicle suspension|http://dbpedia.org/resource/Suspension_(vehicle)|Computer-Aided Mechanical Design
hydraulic|http://dbpedia.org/resource/Hydraulics|Computer-Aided Mechanical Design
optimization|http://dbpedia.org/resource/Mathematical_optimization|Computer-Aided Mechanical Design
Aeroelasticity|http://dbpedia.org/resource/Aeroelasticity|Aeroelasticity
elastic|http://dbpedia.org/resource/Linear_elasticity|Aeroelasticity
flutter|http://dbpedia.org/resource/Aeroelasticity|Aeroelasticity
vortex|http://dbpedia.org/resource/Vortex|Aeroelasticity
bridge|http://dbpedia.org/resource/Bridge|Aeroelasticity
Metrology|http://dbpedia.org/resource/Metrology|Engineering Metrology and Measurement Systems
metrology|http://dbpedia.org/resource/Metrology|Engineering Metrology and Measurement Systems
interferometry|http://dbpedia.org/resource/Interferometry|Engineering Metrology and Measurement Systems
speckle interferometry|http://dbpedia.org/resource/Speckle_imaging|Engineering Metrology and Measurement Systems
holography|http://dbpedia.org/resource/Holography|Engineering Metrology and Measurement Systems
Doppler|http://dbpedia.org/resource/Doppler_effect|Engineering Metrology and Measurement Systems
MEMS|http://dbpedia.org/resource/Microelectromechanical_systems|Engineering Metrology and Measurement Systems
Micro-Electro-Mechanical Systems|http://dbpedia.org/resource/Microelectromechanical_systems|Engineering Metrology and Measurement Systems
X-ray|http://dbpedia.org/resource/X-ray|Engineering Metrology and Measurement Systems
spectroscopy|http://dbpedia.org/resource/Spectroscopy|Engineering Metrology and Measurement Systems
Fracture Mechanics|http://dbpedia.org/resource/Fracture_mechanics|Engineering Fracture Mechanics and Fatigue
Fatigue|http://dbpedia.org/resource/Fatigue_(medical)|Engineering Fracture Mechanics and Fatigue
Fracture mechanics|http://dbpedia.org/resource/Fracture_mechanics|Engineering Fracture Mechanics and Fatigue
fatigue|http://dbpedia.org/resource/Solder_fatigue|Engineering Fracture Mechanics and Fatigue
Finite Element Analysis|http://dbpedia.org/resource/Finite_element_method|Engineering Fracture Mechanics and Fatigue
fracture|http://dbpedia.org/resource/Fracture_mechanics|Engineering Fracture Mechanics and Fatigue
Finite Element Method|http://dbpedia.org/resource/Finite_element_method|Finite Element Method in Machine Design
Finite element method|http://dbpedia.org/resource/Finite_element_method|Finite Element Method in Machine Design
finite element|http://dbpedia.org/resource/Finite_element_method|Finite Element Method in Machine Design
stress|http://dbpedia.org/resource/Cauchy_stress_tensor|Finite Element Method in Machine Design
vibration|http://dbpedia.org/resource/Vibration|Finite Element Method in Machine Design
buckling|http://dbpedia.org/resource/Buckling|Finite Element Method in Machine Design
interpolation|http://dbpedia.org/resource/Interpolation|Finite Element Method in Machine Design
fracture|http://dbpedia.org/resource/Fracture|Finite Element Method in Machine Design
Microfabrication|http://dbpedia.org/resource/Microfabrication|Optical Microsystems
micromachining|http://dbpedia.org/resource/Microelectromechanical_systems|Optical Microsystems
simulation|http://dbpedia.org/resource/Simulation|Optical Microsystems
sensitivity analysis|http://dbpedia.org/resource/Sensitivity_analysis|Optical Microsystems
MEMS|http://dbpedia.org/resource/Microelectromechanical_systems|Optical Microsystems
Micro-Electro-Mechanical Systems|http://dbpedia.org/resource/Microelectromechanical_systems|Optical Microsystems
plastic deformation|http://dbpedia.org/resource/Deformation_(engineering)|Mechanical Forming of Metals
ambient|http://dbpedia.org/resource/Room_temperature|Mechanical Forming of Metals
extrusion|http://dbpedia.org/resource/Extrusion|Mechanical Forming of Metals
wire drawing|http://dbpedia.org/resource/Wire_drawing|Mechanical Forming of Metals
deep drawing|http://dbpedia.org/resource/Deep_drawing|Mechanical Forming of Metals
annealing|http://dbpedia.org/resource/Nucleic_acid_thermodynamics|Mechanical Forming of Metals
Process modelling|http://dbpedia.org/resource/Process_modeling|Mechanical Forming of Metals
finite element|http://dbpedia.org/resource/Finite_element_method|Mechanical Forming of Metals
Phase equilibrium|http://dbpedia.org/resource/Phase_rule|Casting
moulding processes|http://dbpedia.org/resource/Molding_(process)|Casting
continuous casting|http://dbpedia.org/resource/Continuous_casting|Casting
segregation|http://dbpedia.org/resource/Separation_process|Casting
welding|http://dbpedia.org/resource/Welding|Joining Processes and Nondestructive Testing
torch|http://dbpedia.org/resource/Oxy-fuel_welding_and_cutting|Joining Processes and Nondestructive Testing
plasma|http://dbpedia.org/resource/Plasma_cutting|Joining Processes and Nondestructive Testing
electron beam|http://dbpedia.org/resource/Electron-beam_welding|Joining Processes and Nondestructive Testing
brazing|http://dbpedia.org/resource/Brazing|Joining Processes and Nondestructive Testing
soldering|http://dbpedia.org/resource/Soldering|Joining Processes and Nondestructive Testing
metallurgy|http://dbpedia.org/resource/Metallurgy|Joining Processes and Nondestructive Testing
nondestructive testing|http://dbpedia.org/resource/Nondestructive_testing|Joining Processes and Nondestructive Testing
radiography|http://dbpedia.org/resource/Radiography|Joining Processes and Nondestructive Testing
ultrasonic|http://dbpedia.org/resource/Ultrasonic_testing|Joining Processes and Nondestructive Testing
magnetic|http://dbpedia.org/resource/Magnetism|Joining Processes and Nondestructive Testing
penetrant|http://dbpedia.org/resource/Penetrance|Joining Processes and Nondestructive Testing
Fracture|http://dbpedia.org/resource/Fracture|Fracture
ductile|http://dbpedia.org/resource/Fracture|Fracture
brittle fracture|http://dbpedia.org/resource/Fracture|Fracture
fracture|http://dbpedia.org/resource/Fracture|Fracture
hydrogen embrittlement|http://dbpedia.org/resource/Hydrogen_embrittlement|Fracture
fatigue|http://dbpedia.org/resource/Solder_fatigue|Fracture
crack propagation|http://dbpedia.org/resource/Fracture_mechanics|Fracture
creep failure|http://dbpedia.org/resource/Creep_(deformation)|Fracture
fractography|http://dbpedia.org/resource/Fractography|Fracture
dislocation|http://dbpedia.org/resource/Dislocation|High Strength Materials
strain hardening|http://dbpedia.org/resource/Work_hardening|High Strength Materials
precipitation|http://dbpedia.org/resource/Precipitation_hardening|High Strength Materials
dispersed particles|http://dbpedia.org/resource/Interface_and_colloid_science|High Strength Materials
martensitic|http://dbpedia.org/resource/Martensite|High Strength Materials
particulate|http://dbpedia.org/resource/Particulates|High Strength Materials
Corrosion|http://dbpedia.org/resource/Corrosion|Corrosion and Oxidation of Metals
corrosion|http://dbpedia.org/resource/Corrosion|Corrosion and Oxidation of Metals
Thermodynamics|http://dbpedia.org/resource/Thermodynamics|Thermodynamics and Phase Equilibria of Materials
Mechatronics|http://dbpedia.org/resource/Mechatronics|Mechatronics
mechatronics|http://dbpedia.org/resource/Mechatronics|Mechatronics
mechatronic|http://dbpedia.org/resource/Mechatronics|Mechatronics
data acquisition|http://dbpedia.org/resource/Data_acquisition|Mechatronics
PID controller|http://dbpedia.org/resource/PID_controller|Mechatronics
digital|http://dbpedia.org/resource/Digital_signal|Mechatronics
robust control|http://dbpedia.org/resource/Robust_control|Mechatronics
frequency response|http://dbpedia.org/resource/Frequency_response|Mechatronics
transient response|http://dbpedia.org/resource/Transient_response|Mechatronics
side-slip|http://dbpedia.org/resource/Slip_angle|Vehicle Dynamics
camber|http://dbpedia.org/resource/Camber_angle|Vehicle Dynamics
torque|http://dbpedia.org/resource/Torque|Vehicle Dynamics
directional stability|http://dbpedia.org/resource/Directional_stability|Vehicle Dynamics
gas exchange|http://dbpedia.org/resource/Gas_exchange|Vehicular Internal Combustion Engines
combustion|http://dbpedia.org/resource/Combustion|Vehicular Internal Combustion Engines
alternative fuel|http://dbpedia.org/resource/Alternative_fuel|Vehicular Internal Combustion Engines
simulation|http://dbpedia.org/resource/Simulation|Vehicular Internal Combustion Engines
diesel engine|http://dbpedia.org/resource/Diesel_engine|Vehicular Internal Combustion Engines
kinematic|http://dbpedia.org/resource/Kinematics|Driverless Ground Vehicles
driverless vehicle|http://dbpedia.org/resource/Vehicular_automation|Driverless Ground Vehicles
rigid body|http://dbpedia.org/resource/Rigid_body|Driverless Ground Vehicles
matrices|http://dbpedia.org/resource/Square_matrix|Driverless Ground Vehicles
path planning|http://dbpedia.org/resource/Motion_planning|Driverless Ground Vehicles
integral|http://dbpedia.org/resource/Integral|Driverless Ground Vehicles
creep|http://dbpedia.org/resource/Downhill_creep|Guided Vehicle Systems
wheelset|http://dbpedia.org/resource/Wheelset_(rail_transport)|Guided Vehicle Systems
hunting|http://dbpedia.org/resource/Hunting_oscillation|Guided Vehicle Systems
integral|http://dbpedia.org/resource/Integral|Guided Vehicle Systems
Vibration|http://dbpedia.org/resource/Vibration|Vehicle Vibration and Control
vibration|http://dbpedia.org/resource/Vibration|Vehicle Vibration and Control
kinematic|http://dbpedia.org/resource/Kinematics|Vehicle Vibration and Control
vehicle suspension|http://dbpedia.org/resource/Suspension_(vehicle)|Vehicle Vibration and Control
