course_number|course_subject|course_name|course_desc|course_link
6161|INDU|Design and Operations of Supply Chain Networks|Prerequisite: INDU 6121. This course analyzes various supply chain operation issues from an engineering point of view. The course covers topics such as: supply chain issues and opportunities; performance evaluation of supply chains; supply chain planning and optimization; collaborative decision making in supply chains; transportation planning in supply chains; capacity planning in supply chains; designing global supply chains; risk management in supply chains; sustainable supply chain management. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6211|INDU|Production Systems and Inventory Control|No Description|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6221|INDU|Lean Enterprise| This course covers topics that are necessary to establish a lean culture at the system level in various organizations:Introduction to principles of the lean enterprise, process management, waste elimination and process variation, five S’s and workplace organization, lean analysis tools and performance measurements, Lean Six Sigma, enterprise value stream mapping, visual workplace, lean product development, lean business administration. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6231|INDU|Scheduling Theory| Models for sequencing and scheduling activities including: static and dynamic problems; deterministic and stochastic models. Single machine processing; parallel machine processing; multistage problems including flow-shops and job-shops. Complexity issues. Exact and heuristic solution methods. Average and worst case performance analysis of heuristic methods. Applications in manufacturing environments. Current research trends. Project: two hours per week.Note: Students who have taken ENCS 6201 may not receive credit for this course.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6241|INDU|Lean Manufacturing|Prerequisite: INDU 6211. Introduction to the basic principles and concepts of lean manufacturing; tools of lean manufacturing, including value stream mapping, standardized work, setup reduction; mapping the current state; mixed model value streams; mapping the future state; Takt time, finished goods strategy, continuous flow, level pull, pacemaker, pitch, interval; implementing the future state. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6251|INDU|Facilities Planning and Warehouse Operations| This course is designed to provide advanced concepts, theory and procedures for the study of facilities location, physical layouts, material flow, and material handling, warehouse operations planning and management systems, warehouse design, automation and control. Analytical procedures are developed to enhance the decision-making process in the design, rationalization and improvement of manufacturing or service facilities. The knowledge learned in this course is integrated with knowledge from related courses to develop a design project. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6310|INDU|Applied Probability and Statistics for Engineers| This course introduces probability and statistics concepts frequently used in engineering applications. Probability theory, randomness, conditional probability, joint probability, independence and probability distributions are covered. Data collection, sampling, confidence intervals, hypothesis formulation, errors, estimation topics are given. Linear and  non-linear regression, analysis of residuals and remedial measures, transformation of data, multiple, polynomial and weighted regression, model selection techniques, and joint confidence regions concepts are taught with relevant industry applications. Statistical packages are introduced. A project is required. Note: This course may not be taken by MASc and PhD students for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6311|INDU|Discrete System Simulation| Probability theory and queuing theory; discrete and continuous variables and their distributions; deterministic and stochastic models; building valid and credible models. Computer simulation of discrete-change systems subject to uncertainty techniques to verify quality of input data; analysis of output data; determination of simulation run-length and number of replications; random number generations, variance reduction techniques, transient and steady state behaviour; comparison of alternative systems. A project is required.Note: Students who have taken ENGR 6491 may not receive credit for this course.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6321|INDU|Introduction to Six Sigma (*)|Prerequisite: INDU 6331. Overview of the Six Sigma concept; Six Sigma deployment practice; Six Sigma methodologies for process improvement and process (DMAIC) and for product design (DMADV); Integration of Lean techniques in Six Sigma (Lean Six Sigma); Overview of different quality management tools applied in Six Sigma; Application of Designed of Experiments in Six Sigma; Design for Six Sigma through the application of the Robust Parameter Design; Six Sigma project management. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6331|INDU|Advanced Quality Control| Introduction to advanced quality control and improvement concepts. Fundamentals of statistical methods and theoretical basis for quality control methods. Advanced and newly developed quality control and improvement methods such as modified and acceptance charts, multiple stream process control, control charts with adaptive sampling and engineering process control for quality. International standards of acceptance sampling. Economic design and implications of quality control and improvement procedures. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6341|INDU|Advanced Concepts in Quality Improvement (*)|Note: Students who have taken MECH 6461 may not receive credit for this course.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6351|INDU|System Reliability| Review of probability theory; definition of various measures (reliability, availability, MTTF, etc.) and related probability distributions; reliability evaluation of redundant systems (series, parallel, series-parallel, bridge network, etc.); two and three parameter Weibull analysis; failure data analysis; trend analysis; goodness of fit test (Kolmogorov/Smirnov test); introduction of stress-strength modelling; homogeneous Markov models; reliability evaluation of cold, warm, and hot standby systems; introduction to reliability testing; case studies. Knowledge of a first course in probability theory is assumed. Project: two hours per week.Note: Students who have taken ENGR 6451 may not receive credit for this course.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6361|INDU|Discrete Optimization| Prerequisite: Permission of the instructor. Topics include mathematical modelling of industrial and service systems by integer programming (IP); choices in model formulations; optimality, relaxations and bounds; well-solved problems in IP; computational complexity; branch-and-bound methods; polyhedral theory and cutting plane algorithms; Lagrangean duality; software for solving IPs; other optimization techniques. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6371|INDU|Stochastic Optimization|Prerequisite: INDU 6111.  Topics include an overview of stochastic optimization models; two-stage and multi-stage stochastic programming; algorithms for solving large-scale stochastic programming models, including sample average approximation (SAA), L-shaped method and scenario decomposition algorithms; robust optimization approach. A project is required. Note: Students who have received credit for the course INDU 691X (Stochastic Optimization) may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6381|INDU|Applications of Reliability Engineering| Topics include an introduction to reliability function; reliability program; failure; requirement allocation and design optimization; painless risk management; design optimization by test; validation; durability; stressstrength; nuisances and no fault found (NFF); operating with failure; fail-safe and operating with failure; real-time health monitoring. A project is required. Note: Students who have taken INDU 691 (Application of Reliability Engineering) may not receive credit for this course.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6391|INDU|Reliability and Maintenance for Design and Manufacturing| Topics include fundamentals of product design and system validation methodologies to establish maintenance programs; design of experiment, test for design validation, pass/fail analysis, reliability growth models, reliability centred maintenance, test for manufacturing; accelerated life and stress tests; failure reporting, analysis and corrective action systems (FRACAS), maintenance programs, lifecycle analysis, end-of-life analysis and industrial approach for reliability; concepts and topics will be covered through real-life case studies. A project is required.Note: Students who have taken INDU 691 (Reliability and Maintenance for Design and Manufacturing) may not receive credit for this course.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6411|INDU|Human Factors Engineering (*)| Elements of anatomy, physiology and psychology; auditory and visual display engineering; engineering anthropometry; human capabilities and limitations; manual material handling: design of work places, human-machine system design; shift work and jet lag; acquisition and retention of skill; toxicity and hazard; human reliability. A project on a current topic is required.Note: Students who have taken MECH 6251 may not receive credit for this course.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6421|INDU|Systems Safety Engineering and Management|Prerequisite: INDU 6310. This course covers a variety of topics in safety engineering that provide the necessary knowledge and skills in order for engineers to design and manage systems where life-critical components will perform as expected, even when sub-components fail. Design concepts for safe operation with failure, design for human error and design for availability are introduced. Generic and safety dedicated engineering techniques are taught. Common safety management architectures for service and manufacturing systems, existing safety standards, guidelines in different industries, and their impact on the design processes across the life cycle of a product from initial concept to continuous certification are included. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6521|INDU|Quantitative Methods in Healthcare Systems|Prerequisite: INDU 6121. Topics include mathematical modeling and optimization methods in healthcare problems, healthcare staff planning and scheduling, operating room management, and appointment scheduling in clinics. Other operational issues such as production and delivery of radio-pharmaceuticals, resource allocation and capacity planning in hospitals, ambulance redeployment and dispatching are discussed. Finally, system-level healthcare planning and management tools and methods such as routing and scheduling of caregivers in home-health industries, healthcare facility location, inventory management of blood products, kidney exchange optimization and optimization in radiation therapy (intensity-modulated radiation - IMRT and volumetric modulated arc therapy - VMAT) are introduced. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6611|INDU|Applied Industrial Systems Analytics|Prerequisites: INDU 6121,6310. The course covers Analytics as it is divided into three categories according to functional classification of analytics methods: descriptive, predictive, and prescriptive. By taking  a hands-on teaching approach, graduate students are taught a set of techniques of descriptive and predictive analytics, which emphasizes extensive analysis of real (or realistic) data sets from a variety of organizations such as manufacturing, service and healthcare using statistical packages. Students are also taught techniques for proper visualization and presentation of the results of their analysis. Specific analytics methods such as logistic regression, time series, decision trees, support vector machines, k-nearest neighbors, k-means are covered. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6111|BLDG|Computer-Aided Building Operation|Prerequisite: BLDG 6711. Computer systems for energy management, including scheduling and operation of HVAC systems and lighting. Applications for intelligent buildings. Use of simulation and knowledge-based software for automatic regulation of building operation. Diagnosis of malfunctions and modifications of operations. Computerized building security systems. Actions during extraordinary conditions such as fire emergencies. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6151|BLDG|Database Applications in Building and Civil Engineering| Components, properties and limits of databases and database management systems (DBMS). Database requirements for engineering tasks. Design of database schema and implementation in commercially available DBMS. Engineering data modelling techniques. Topics include: the entity/relationship model; the relational data model; the standard database language SQL; and the object-oriented data model. A project is required.Note: Students who have taken ENGR 6151 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6221|BLDG|Design of Computer Aided Systems in Building and Civil Engineering| Object-oriented modelling of physical components, design objectives, performance requirements and engineering processes. Identification of objects and definition of their arrangement and interaction to model engineering processes. Overview of the life-cycle of an engineering software project. Project on implementation of a small scale computer-aided engineering system.Note: Students who have taken ENGR 6221 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6231|BLDG|Applications of Artificial Intelligence in Building and Civil Engineering| Introduction to artificial intelligence techniques in an engineering context; heuristic search methods, logical reasoning, knowledge-based systems, neural networks, genetics algorithms, and case-based reasoning. Algorithmic versus knowledge-based programming for engineering applications. Emphasis on knowledge-based systems and their characteristics, capabilities and limitations. Case studies in design, failure diagnosis and processing of standards. A project is required.Note: Students who have taken ENGR 6231 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6241|BLDG|Building Information Modelling in Construction| Topics include introduction to Building Information Modelling (BIM) technologies; BIM implementation at different project stages - pre-construction, construction, and facility management; BIM-Aided design alternatives, constructability analysis, and development of space-time-cost models; BIM visualization for trade coordination and processes monitoring. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6541|BLDG|Heat Transfer| (Cannot be taken for credit by students who have completed the Bachelor of/Baccalaureate in Engineering (Building) Program). Steady state heat conduction. Convection and radiation heat exchange. Refrigeration cycles. Theory of air vapour mixtures. Introduction to heat transfer in building environment. Unsteady state of heat transfer. Case studies.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6561|BLDG|Building Economics I (*)| (Cannot be taken for credit by students who have completed the Bachelor of/Baccalaureate in Engineering (Building) Program). Development of economic performance measures of interest to developers, owners, contractors and users. Sources of finance and the determinants of the cost of money. Elementary estimating; cost indices; forecasting techniques; value of money; economic comparison techniques; evaluation of projects in private and public sectors; tax regulations; inflation; life-cycle costing; risk analysis; non-economic attributes. Case studies of economic analysis of projects, single building and building components. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6571|BLDG|Project Management| Introduction to managing the development, design and construction of buildings. Examination of project management for the total development process, including inter-relationships between owners, developers, financing sources, designers, contractors and users; methods of project delivery; introduction to planning and scheduling; role and tasks of the project manager; feasibility analyses; construction claims; financing and cash-flow analysis; government regulations; environmental and social constraints; introduction to control of cost, time and technical performance; human factors; computer applications. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6581|BLDG|Decision Analysis| Development of a basic theory of decision making under uncertainty. Rationales of decision makers, utility, the concept of the value of perfect information. The Bayesian approach to decision making; pre-posterior analysis and optimal fixed-sized analysis for random processes. Decision analysis with multiple objective, structuring the problem, multi-attributed utility functions, case studies. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6591|BLDG|Computer-Aided Building Design (*)|Prerequisites: BLDG 6561. Identification of objectives, decision variables, processes and information flow in building design. Application and evaluation of computer systems to components of the building design process. Determination of decision variables in problem modelling and sensitivity of results. Current applications in structural analysis and design, space layout, electrical distribution systems, HVAC design, lighting design, estimating, specification editing and scheduling. Evaluation of issues of interdisciplinary information control and interchange. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6631|BLDG|Fundamentals of Facility Management| Systems approach to planning, organization and implementation of a facility, including space allocation, leasing and marketing, operation, maintenance, and renovation over the life of the building. Forecast of budget requirements for effective operation, maintenance, and renovation. Correlation between the operation of the building and health risks, comfort, productivity, and costs. Integrated approach to the planning, analysis, evaluation, organization and optimization of physical systems of facilities. Case studies.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6861|BLDG|Simulations and Design of Construction Operations|Prerequisite: BLDG 6831. Principles of modelling and simulation. Classification and validation of simulation models. Analysis of input data and outputs. Object Oriented Simulation (OOS). Simulation languages. Application of discrete event simulation in construction operations including earthmoving operations, building construction operations, and tunneling operations. A project is required.Note: Students who have taken the undergraduate equivalent BCEE 466 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
7511|BLDG|Integrated Building Design|Prerequisites: BLDG 6601 and BLDG 6711. Compatibility among building subsystems (structural, envelope, mechanical, lighting, materials) and between the building and the environment. Integration issues in the design, production and operation of the built facility. Case studies of failures caused by lack of compatibility. Consideration for tolerances and sustainable development. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6601|BLDG|Building Enclosure| (Cannot be taken for credit by students who have completed the undergraduate equivalent).Prerequisite: BLDG 6611. Schematic and detail design of walls, windows and roofs. Complex building types will be examined to show the relationships between massing, materials, energy conservation and building use. Solar shading, daylighting, rainscreen and air barrier principles will be emphasized. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6611|BLDG|Building Science| (Cannot be taken for credit by students who have completed the Bachelor of/Baccalaureate in Engineering (Building) Program). Environmental exterior and interior influences on inner environmental control. Topics include: thermal energy exchanges, psychrometrics, vapour and fluid flow, air leakage, ventilation and design comfort conditions, selection of materials and building systems. A case study or a project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6621|BLDG|Modern Building Materials (*)| (Cannot be taken for credit by students who have completed the undergraduate equivalent).Prerequisite: BLDG 6611 previously or concurrently. Structural, thermal and acoustical properties of new building materials such as: plastics, synthetic fibres, adhesives, sealants, caulking compounds, forams, sandwich panels, composites, polymer-concrete systems, fibre-reinforced concretes, plastic mortars, polymers for flooring, roofing, synthetic wall papers. Consideration of corrosion, bio- and thermal degradation, stability under ultraviolet and solar radiation. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6641|BLDG|Industrialized Building| Trends toward off-site fabrication of buildings. Needs and technical requirements of international markets. Principal types of industrialized systems, materials and components. Optimization of industrialized production. Planning, design, construction and maintenance. Codes and standards. A case study and project.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6651|BLDG|Fire and Smoke Control in Buildings (*)| (Cannot be taken for credit by students who have completed the undergraduate equivalent).Prerequisite: BLDG 6611. Topics treated include: fire and smoke control; failure mechanisms of building enclosure, illustrated by case studies; performance codes for enclosure systems; enclosure design for extreme operation environments. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6661|BLDG|Hydrothermal Performance of the Building Envelope|Prerequisite: BLDG 6611 previously or concurrently. Modelling of dynamic building envelope thermal performance. Thermal bridges. Modelling of transient moisture transfer, condensation and accumulation. Advanced glazings and evaluation of window performance. Active building envelope components for heat and moisture control. Experimental techniques for performance evaluation of the building envelope; infrared thermography, guarded hot box and calibrated hot box tests. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6671|BLDG|Diagnostics and Rehabilitation of Building Envelope| Failures in building envelopes. Modes of deterioration including freeze-thaw, chemical, movements. Diagnostics and investigation techniques including field survey instruments. Assessment of intervention magnitude and performance of proposed solutions. Codes, standards and regulations. Case studies.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
7601|BLDG|Durability of Building Materials|Prerequisite: BLDG 6611 or equivalent. Concepts underlying long-term performance of building materials such as: ceramics, stucco and synthetic stucco, lightweight concrete, wood and wood-based products, thermal insulation, selected composite materials, sealants, membranes used for waterproofing and air barriers. Methods of fabrication, properties and evaluation for durability. Failure mechanisms under combined actions of mechanical and environmental loads (temperature, moisture, freeze-thaw, solar radiation, salt solutions, air pollution, and microorganisms). A case study and project.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6701|BLDG|Building Environment| Design criteria of indoor environment. Assessment of thermal comfort and sensation. Mathematical models of thermal comfort: predictive models and adaptive models. Prediction of thermal sensation using: computer simulation, and measurements with thermal comfort meter. Verification of compliance with standards. Visual comfort. Standards for quality of visual environment. Calculation of photometric parameters. Preliminary design of the indoor lighting system. Evaluation of illuminance level using commercially available software packages. Acoustical comfort. Standards for quality of acoustical environment. Sound control measures through the design of buildings and HVAC systems. Two projects.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6711|BLDG|Mechanical Systems in Building|Co-requisite: BLDG 6701. HVAC Systems. Analysis, selection and operation; design of air and water distribution systems in buildings; waste water disposal and sprinkler systems. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6721|BLDG|Building Acoustics (*)| (Cannot be taken for credit by students who have completed the undergraduate equivalent). An understanding of sound and an examination of the major factors which contribute to a controlled acoustic environment in buildings. Topics covered include: basic vibration, sources, measurement and description of environmental noise, psychological and physiological aspects of sound perception; sound transmission through building elements; reverberation, measurement and control; and room acoustics. Case studies and a project are required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6731|BLDG|Building Illumination (*)| Quantitative and qualitative aspects of illumination systems. Photometric quantities, visual perception and colour theory, standards, daylight and artificial illumination systems, radiative transfer. Fixture and lamp characteristics, control devices for improved energy efficiency. Design of advanced fenestration systems for daylighting. Field measurements and artificial sky tests. Virtual reality and other computer simulation techniques for lighting. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6741|BLDG|HVAC Control Systems| HVAC control loops: classification and structure, specifications, hardware, tuning and testing. Optimization of single- and multi-loop control systems. Energy management systems for monitoring, control and diagnostics of HVAC system operation. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6751|BLDG|Indoor Air Quality and Ventilation (*)| History and development of indoor air science. Relevant national and provincial standards and regulations. Principles of occupational hygiene; identification, evaluation and control of physical, biological, and chemical agents in indoor environment. Ventilation requirements. Definition of ventilation efficiency and removal effectiveness; measurement techniques and modelling. Indoor air monitoring; field studies of gases, fumes, solvents, and dusts. Plan for building walkthrough evaluations; strategies for improving indoor air quality. Building design for acceptable indoor air quality, material selection and specification. A case study or project.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6761|BLDG|Intelligent Buildings| Issues related to the Intelligent Building; automation, communication and security. Mechanical, electrical, electronic subsystems and their integration within the building; configuration and operational characteristics; performance specifications; analytical models; design methods; case studies. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6781|BLDG|Energy Management in Buildings|Prerequisite: BLDG 6611 previously or concurrently. Energy-related standards, codes and by-laws. Methods of assessment of the actual energy performance. Conventional and innovative measurement and analysis techniques. Energy-oriented renovation or replacement of building sub-systems (e.g. HVAC and lighting systems). Prediction of energy and cost savings using commercially available software packages. Verification of compliance with standards. Life cycle analysis. A case study and project.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6791|BLDG|Thermal Building Simulation|Prerequisite: BLDG 6611. Mathematical models of heat and mass transfer phenomena through building components: transfer function methods and numerical methods. Models of radiative and convective heat transfer phenomena within buildings. Application to equipment-based modelling of HVAC systems: first principle models and correlation-based models. System-based modelling of HVAC systems. Validation of computer models. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
7401|BLDG|Dispersion of Building Exhaust|Prerequisite: BLDG 6611. Atmospheric parameters, wind velocity profiles, meteorological data. Gaussian dispersion equations. Plume rise and trajectories. Evaluation of stack gas plume dispersion. Trapped plumes; Turner’s approximation. Potential reingestion of building exhaust. Analytical, numerical and experimental modelling of dispersion process; design guidelines fumigation. A case study or a project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6801|BLDG|Construction Planning and Control (*)|Prerequisite: BLDG 6571. Methods of delivering construction. Contractual relationships and organizational structures. Phases of project development. Estimating resource requirements; costs and durations. Bidding strategies. Network analysis using CPM and PERT, time-cost trade-off, resource allocation. Cash flow analysis. Earned-value concept for integrated time and cost control. Quality control. Value engineering. A case study and project.Note: Students who have taken the undergraduate equivalent BCEE 465 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6811|BLDG|Labour and Industrial Relations in Construction (*)| (Cannot be taken for credit by students who have completed the undergraduate equivalent). The study of labour legislation with special emphasis on the construction industry, union organization, the theory and practice of negotiations, mediation, contract administration and arbitration. Review of actual contracts, discussion of future trends. Case studies.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6821|BLDG|Legal issues in Construction (*)| (Cannot be taken for credit by students who have completed the undergraduate equivalent). Legal concepts and processes applicable to the development of constructed facilities and to the operation of the construction firm. Emphasis on Quebec law and institutions. Case studies.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6831|BLDG|Construction Processes (*)| (Cannot be taken for credit by students who have completed the undergraduate equivalent). A study of current construction methods and techniques. The subjects include wood framing, masonry, concrete forming, slipforming, precast construction, industrialized building, deep excavation shoring and underpinning. The methods are described in terms of materials involved, equipment required, current field practice and safety considerations. Case studies.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6851|BLDG|Project Cost Estimating (*)| Techniques and procedures used for estimating cost of construction projects. Topics include: cost estimation process; elements of project cost; conceptual and detailed cost estimation methods; risk assessment and range estimating; case studies; computer-aided estimating. A project is required.Note: Students who have taken the undergraduate equivalent BCEE 464 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6921|BLDG|Trenchless Technology for Rehabilitation Works| State of Canadian urban infrastructure with a focus on underground facilities; current industry practice; common types of defects in underground pipes; diagnostics of defects and evaluation techniques for the conditions of water and sewer mains; planning, equipment, materials and methods for rehabilitation of water and sewer mains; case studies.Note: Students who have taken ENGR 6721 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
7811|BLDG|Project Acquisition and Control|Prerequisites: BLDG 6571, 6801. Study of techniques and procedures used for construction project procurement and control. Topics treated include: marketing, bidding strategies, work break-down structure and contract packages, techniques for integrated time and cost control; management information systems for control, procurement; productivity measurement, contingency and escalation analysis and control. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
7831|BLDG|Building Economics II|Prerequisites: BLDG 6561, 6581. Topics include: replacement analysis; risk analysis of projects; sensitivity analysis; forecasting techniques, profitability analysis; multi-attributed decision analysis, case studies. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
7841|BLDG|Information Technology Applications in Construction|Prerequisite: BLDG 7811. Use of computers in estimating, cost engineering, scheduling and resource analyses, materials control, report generation and operations simulation. Information systems: information-based theories of management; information technology, cost and value information; analysis, design and implementation of a network based control system. Considerations for computer usage in construction firms; hardware, software, operations, economic, human and organizational. Product and process modelling; Internet use in product delivery. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
7861|BLDG|Business Practices in Construction|Prerequisite: BLDG 6801. A study of business practices as they relate to the construction industry. Topics treated include: organization; marketing; bid preparation; bonding; personnel management; financing; accounting; cash-flow analysis; capital budgeting. The principles are first presented and then followed by case studies. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
7871|BLDG|Construction Equipment Management|Prerequisite: BLDG 6561. The study of various classes of equipment, (cranes, excavators, loaders, tractors, etc.) used in construction. Methods are developed for selecting, acquiring, maintaining and replacing equipment. Treatment of simulation and its use for the optimal selection of equipment spreads. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6711|CIVI|Asset Management for Sustainable Civil Infrastructure| Topics include fundamentals of the infrastructure asset management process; strategic planning, location of underground assets, condition assessment and performance indicators, deterioration models, and development of community driven levels of service; life-cycle analysis, integrated infrastructure modelling, optimized intervention plans and budget allocation, asset management software systems. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6061|BLDG|Structural Systems for Buildings| Building components and assembled systems. Structural efficiency and economy: rigid frames, shear walls, framed tube, latticed structures; membrane, air and cable supported structures. Selection and preliminary design of building structural systems, materials and components. Case studies.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6071|BLDG|Wind Engineering and Building Aerodynamics| Atmospheric circulations; atmospheric boundary layer; wind structure; wind speed and turbulence measurements; bluff body aerodynamics; mean and fluctuating wind forces on buildings; internal wind pressures; along-wind, across-wind and torsional building response to wind; snow drifting and accumulation problems; dispersion of gaseous pollutants. A case study or a project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6931|BLDG|Infrastructure Rehabilitation| State of Canadian urban infrastructure. Rehabilitation techniques as applicable to steel and concrete structures; degradation mechanisms; detection and classification of defects. Evaluation and assessment of the conditions of buildings and bridges. Rehabilitation materials and methods. Codes and guidelines. Case studies.Note: Students who have taken ENGR 6731 may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6001|CIVI|Advanced Reinforced Concrete| Strength limits; modes of failure; flexural and inclined cracking strength; crack propagation; crack width; deformation; biaxial and multiaxial strength of concrete; ultimate strength in flexure; ultimate strength in diagonal splitting; ultimate strength of columns; current research progress and modelling for finite element analysis; new code regulations. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6011|CIVI|Pre-cast and Pre-stressed Concrete Structures| Prefabrication and prestressing concepts; segmental and modular structures and connections; composite and pre-and post-tensioned structures; analysis and design of determinate and indeterminate systems; design codes. A project is required.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6021|CIVI|Durability of Concrete Materials| Influence of constituent materials (cements, aggregates and admixtures) on the properties of fresh and hardened concrete. Chemistry and hydration reactions of cement and alternate cementing materials. Development of pore structure and its influence on transport and deterioration mechanisms, durability testing. Concrete mixture design and optimization for high performance and other speciality concrete types. Climatic loads affecting durability and performance. Performance vs. prescriptive specifications. A project is required.Note: Students who have taken ENGR 691B (Performance and Durability of Concrete Materials) may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
6031|CIVI|Seismic Assessment and Retrofit of Structures| Seismic rehabilitation requirements and performance objectives. Evolution of codes, standards and regulations. Selection of retrofit design methodology. General strategies to develop rehabilitation schemes: add stiffness, damping, and/or mass reduction. Seismic assessment of existing steel structures. Behaviour and design of structures equipped with energy dissipation devices. Case studies and a project are required.Note: Students who have taken CIVI 691B (Seismic Assessment and Retrofit of Structures) may not take this course for credit.|http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
